title, weekend_rev, weekend_rev_mean
Confession of a Child of the Century,68,68
I Saw the Light,45471,9094
Keanu,9453224,3557
The Lure,7370,7370
White Girl,34058,11353
A Bit of Bad Luck,2480,1240
Who Took Johnny,7666,7666
My Worst Nightmare,1142,1142
Sunshine Superman,8991,2997
Ardor,13726,807
Faust,10030,5015
Hunger,1832898,2365
Zero Days,49110,2728
Sing Street,63573,12715
Bag Man,29231,14616
Zoom,4510408,1803
Wind,2204590,2245
Paterson,69335,17334
Project X,3309985,3238
Summer Storm,4158,2079
Dark Horse,13551,13551
Hush,5742431,2921
Too Late,7000,7000
In Jackson Heights,15150,15150
City of Gold,62959,15740
Fan,6271406,3110
The Man Who Knew Infinity,80325,13388
Pretty Ugly People,2522,841
Dreamland,4350,870
Dean,60366,4024
Money Monster,14788157,4764
Imagining Argentina,3752,3752
Nine Lives,28387,4055
Playback,252,252
The Preppie Connection,5576,2788
The Choice,6050443,2300
Our Kind of Traitor,984698,2640
Suntan,1629,1629
Bastille Day,41546,415
Goodbye Mr. Loser,363949,16543
Free State of Jones,7572206,2690
Tickled,21898,10949
Love Is in the Air,4937,823
Held Up,1911007,2777
Blind,12522,894
Citizen,368,368
Desert Dancer,40763,1772
Coastlines,736,736
What We Do Is Secret,5888,5888
Snowden,8000058,3275
Sacrifice,15243,1386
Being Charlie,11872,2968
Term Life,13040,261
Synchronicity,2859,572
Revenge,6086672,4413
Dangerous Liaisons,84451,28150
Heartbreakers,11801323,4291
Twisted,8904299,3294
Elena,9035,9035
A Hologram for the King,1138578,2839
Ghajini,766859,9239
The Family Fang,14506,14506
Restoration,75514,15102
Zapped,823548,4117
Crazy Wisdom,10304,10304
Side Effects,2216,2216
The Shallows,16800868,5672
Rich Kids,53064,10612
Labyrinth,3549243,3110
Kick,1071373,5952
Shootout at Wadala,212346,2386
Teri Meri Kahaani,405926,4318
Fresh,2921660,7108
The Handmaiden,92129,18426
Paths of the Soul,2780,2780
Jack,11191496,6544
Wild,9684809,3393
My Scientology Movie,11180,5590
Sausage Party,34263534,11042
Captain Fantastic,93824,23456
Toni Erdmann,15972,5324
Neruda,29402,9801
Next of Kin,4805516,3538
Rooftops,1111263,1064
In Her Line of Fire,232,116
Blind Side,34119372,10971
The Meddler,57022,14256
Now You See Me 2,22383146,6925
The Masked Saint,123839,257
Chongqing Hot Pot,201960,10098
Once I Was a Beehive,48409,2548
Julieta,64044,10674
"I, Daniel Blake",18682,1557
Mad Tiger,1119,1119
Barbara,63410,4227
Lamb,3070,1535
Swiss Army Man,105453,35151
Seven,13949807,5714
Already Tomorrow in Hong Kong,14966,1497
Graduation,10305,5153
Counting,4904,4904
The Ones Below,5191,1298
Knock Knock,18623,847
Trance,131145,32786
Elstree 1976,3270,234
Tab Hunter Confidential,9945,4973
Flamenco Flamenco,1259,1259
Life,20414775,7869
Captive,407804,3089
Weiner,84173,16835
Approaching the Unknown,6476,589
Prey,5889,1178
Ghostbusters,13578151,10140
Cell,17515050,7264
Intruders,40746,1235
Blackway,16458,1496
Like Crazy,123140,30785
Be Somebody,14129,942
Fratricide,4343,2171
Central Intelligence,35535250,10130
Aarakshan,344661,3787
Chakravyuh,97896,1239
Dum Maaro Dum,327523,3243
Almost Human,2722,1361
Sicario,401288,66881
Trenchcoat,2192621,3032
Genius,98274,6142
Te3n,258066,2481
Ghanchakkar,143616,1614
Shamitabh,241720,1764
Tere Naal Love Ho Gaya,94583,1930
Adventures in Babysitting,2901297,2576
Thirst,55889,13972
The Winding Stream,3660,1220
De Palma,30355,10118
Indignation,93125,23281
Goat,23020,1151
Hide and Seek,21959233,7307
The Nightmare,13363,835
They Will Have to Kill Us First,4106,2053
Fair Game,4946332,2537
The Journey,32895,16448
The Journey,32895,16448
The Journey,32895,16448
The Red Turtle,21010,7003
The Innocents,30896,10299
The Kind Words,8571,8571
Three,58196,2530
Argentina,2274,2274
Presenting Princess Shaw,4814,1605
Nerve,9445456,3722
Sully,35028301,9937
Crazy Eyes,3259,1630
Sultan,2371100,8408
The Last King,4599,1533
Kismat Konnection,282122,4550
The Infiltrator,5303775,3313
Friday,6589341,7617
Undrafted,3829,191
A Beautiful Planet,223983,1635
These Birds Walk,5454,5454
Adam,68377,17094
Adam,68377,17094
Rampage,322500,1875
Rebirth,2740,2740
Black,125343,2785
The Love Witch,17980,2997
Around the World in 80 Days,7576132,2704
Hell or High Water,621329,19417
Southside with You,2868403,3528
Little Men,77924,702
Meet the Blacks,4055940,3996
Ghost Team,4499,450
Tricked,1930,1930
Happy End,23091,7697
Protagonist,4495,4495
47 Meters Down,11205561,4936
My Best Friend,45246,15082
Misunderstood,916967,1237
River,30027,10009
We Think the World of You,5465,5465
End of the Line,25000,595
Sky Line,11692415,4060
The House,8724795,2784
Body,19988,1817
King Cobra,11624,11624
Tumbledown,7331,3666
Youth,78085,19521
Whitey,14287,4762
Intruder,3527,3527
95 Miles to Go,2203,1102
Anthropoid,1233519,2729
Elle,50934,25467
Dough,50871,5652
Grandmaster,10479,1164
Train to Busan,284776,10547
Friend Request,2002863,778
Five Nights in Maine,9059,906
Just Tell Me What You Want,197230,4025
The Land,17958,8979
Sworn Virgin,830,830
Lover,181147,22643
Swerve,2725,545
Anita,44114,6302
Swingers,74118,9264
Klown Forever,860,172
Porto,2090,2090
The Magnificent Seven,34703397,9446
Beta Test,5778,321
Moonlight,7126,3563
Masterminds,1014606,855
Truth,66232,11039
Rustom,773662,5817
The Other Side,1246,1246
The Seventh Fire,8277,4139
Kubo and the Two Strings,12608372,3868
Paradise,2815503,2454
Down by Love,390,195
Morgan,2012709,996
Queen of Katwe,304933,5864
Deepwater Horizon,20223544,6205
The Accountant,24710273,7416
Writer of O,2245,2245
News from Planet Mars,24,24
Sanam Teri Kasam,22121,691
Phantom of the Theatre,21001,808
High Strung,718,718
Time Renegades,6068,6068
Phantom Detective,7804,7804
Baaghi,237215,3041
Compadres,1397434,3797
Detective Chinatown,280281,8493
Dishoom,442299,3914
Gentleman,537490,4266
Hockney,13683,3421
Housefull 3,683620,4715
Kabali,1977716,8380
Ki and Ka,539521,3645
League of Gods,84779,1570
Mohenjo Daro,747791,3040
Operation Chromite,31662,31662
Our Last Tango,6550,6550
The First Monday in May,99242,4962
A Quiet Passion,45825,7638
American Honey,71203,17801
Local Color,7183,7183
Race 2,884757,5783
Horses of God,2251,2251
Hands of Stone,1751388,2162
The Fits,10602,10602
Morris from America,15673,7837
Hattrick,20700,862
Burning Bodhi,1474,295
Shin Godzilla,458342,13481
The Intervention,23316,1372
The Sea of Trees,1877,939
Honeymoon,4131,2066
Aurora,2105,2105
Stella,4311656,4173
Refuge,1274,1274
Dhamaal,166339,4265
Natural Selection,10375,10375
Open Doors,15726,7863
Himmatwala,197770,1998
Tees Maar Khan,539793,4998
Rascals,168082,2755
God Tussi Great Ho,121432,1760
Khiladi 786,228967,1991
Demon,13023,4341
Housefull,642156,7831
The Ardennes,840,840
Tunnel,3127,1563
Certain Women,60898,12180
Aquarius,29129,9710
Equity,82434,20609
Jack,11191496,6544
The One,19112404,6604
Hacksaw Ridge,15190758,5264
Other People,36997,3083
People of a Feather,2413,2413
"Kiki, Love to Love",3954,3954
Take Me to the River,25588,2132
Marathon,1703,1703
By Hook or by Crook,1802,901
The Hollars,38210,9553
Naked,36463,9115
Loving,159615,39904
Miss Stevens,2451,1226
Broken Hill,32140,670
Christine,3408904,3262
Silicon Cowboys,5724,477
From the Land of the Moon,4473,2237
My Girl,12391783,5957
Planetarium,625,625
A Monster Calls,30909,7727
Arrival,4806763,2839
The Lost Arcade,7500,7500
Storks,21311407,5434
After the Storm,27880,4647
Maximum Ride,2462,246
Pastorela,82175,1494
Endless Poetry,28591,14296
Catch Me If You Can,30053627,9522
Paranoia,3528376,1435
Railroad Tigers,116211,2703
My Life as a Zucchini,31853,15927
Sneakerheadz,1903,634
After Midnight,59260,264
Brotherly Love,246902,1235
No manches Frida,3676235,10155
Kicks,32111,10704
Enchanted April,73041,14608
Gimme Danger,44725,14908
The Girl Without Hands,2916,2916
Cloud 9,6617,6617
Mansfield Park,85608,10701
Danny Says,11244,703
Sense and Sensibility,721341,10304
Jane Eyre,269929,7712
Persuasion,30986,30986
Emma,240649,26738
Colossal,120226,30057
Do Not Resist,7150,7150
Moondance Alexander,17427,1244
Diggers,32867,1933
Blue Jay,5159,5159
La La Land,881104,176221
Being 17,8838,4419
Brother Nature,9699,571
The Salesman,71078,23693
By the Sea,96250,9625
Paid in Full,1328789,4958
Inferno,3981,3981
Casi Divas,27491,1250
Wild Oats,21554,216
Trolls,46581142,11473
45365,107,107
Una,6120,6120
Obsessed,28612730,11381
Avenging Angel,1755264,3343
Max Steel,2182216,1073
Sense and Sensibility,721341,10304
Always Shine,4211,4211
Denial,93728,18746
In a Valley of Violence,29343,889
Into the Woods,31051923,12726
American Pastoral,149038,2981
The Choice,6050443,2300
Ladrones,1411031,3763
Crazy Love,17952,5984
Be with Me,1200,1200
Manchester by the Sea,256498,64125
Lion,123360,30840
Spa Night,7056,7056
Operation Mekong,85082,3403
Closet Monster,6118,6118
Bad Santa 2,6176680,2115
Tchoupitoulas,2379,2379
Photographic Memory,3006,1503
Tanna,5711,2856
Ae Dil Hai Mushkil,2190042,7252
Screamers,2904140,1861
Under the Sun,6875,6875
Kate Plays Christine,6175,6175
Risk,76327,2245
Trapped,3210765,1441
Newtown,6796,3398
Cameraperson,12760,12760
The Congressman,14260,4753
Collateral Beauty,7102085,2345
Just the Way You Are,2291803,1925
Dog Eat Dog,80,80
Whiplash,135388,22565
Invisible,7717309,3822
Crazy Horse,7963,7963
Cloud 9,6617,6617
The Untamed,2718,2718
A United Kingdom,66510,16628
Rock On 2,81023,835
A Fool,5741,2871
Stella,4311656,4173
Shut In,3613567,1756
Officer Downe,470,235
Heal the Living,3176,1588
Hunted,13482638,5358
Sour Grapes,123104,4397
Hector,40847,10212
Eliminators,1987072,2001
Jackie,278715,55743
Office Christmas Party,16890204,5262
Logan,7137,7137
The Space Between Us,3775596,1343
Live by Night,33336,8334
Split,2338,2338
Old Stone,1676,1676
Opening Night,10491,10491
National Bird,3030,3030
A Kind of Murder,978,326
Miss Sloane,59797,19932
When Two Worlds Collide,2548,2548
Enemies of the People,2277,2277
Passengers,172544,1380
Hidden Figures,515499,20620
The Charnel House,4518,452
Deal,35281,705
Fences,129462,32366
Bleed for This,2366810,1528
Serena,100090,1696
The Greasy Strangler,22500,2045
20th Century Women,111200,27800
Pixels,24011616,6450
Under the Sea 3D,661185,13494
Dancer,7140,7140
Sing,1315872,1523
Dear Zindagi,977862,6391
Kahaani 2,279009,3445
I Am Not Your Negro,686378,15962
Wildflower,9237,1155
Breaking a Monster,1302,1302
Miss India America,687,229
Alone in Berlin,8869,4435
Crossing the Line,5248,2624
Beyond the Gates,36412,7282
White Wedding,5860,1465
Coming Through The Rye,3761,3761
Kedi,40103,40103
Tru Loved,1678,839
Iron Man,98618668,24024
Greater,627974,1847
One Week and a Day,6833,2278
Dangal,3248481,9814
Manifesto,9838,9838
A Space Program,10247,10247
Patriots Day,161306,23044
Gold,3471316,1603
Shadow of the Wolf,747119,2003
Seasons,27134,2087
The Little Hours,56676,28338
First Born,1606214,2007
Milk,1453844,40385
Dog,12431,4144
Ballerina,2656,2656
Fist Fight,12201873,3831
Monster Trucks,10950705,3511
Sleepless,8344128,4628
A Cure for Wellness,4356941,1611
The Unknown Girl,13477,6739
A Street Cat Named Bob,32887,1370
The Bye Bye Man,13501349,6082
Blood on the Mountain,3184,1592
When the Bough Breaks,14202323,6323
Frantz,18745,9373
The Hollow,2848,237
Bartleby,14599,7299
Kung Fu Yoga,111979,7999
Trespass Against Us,1620,81
Homerun,1582466,4153
Silk,126537,1037
Mama,28402310,10730
Past Life,14960,3740
Best and Most Beautiful Things,1591,796
Rings,13002632,4436
Sword Master,40113,1383
Gossip,2321729,1522
Sold,5070,5070
We Are the Flesh,835,278
Mala Mala,2569,1285
Men Go to Battle,2087,2087
Staying Vertical,4240,1060
Afterimage,5832,5832
Logan,7137,7137
Before I Fall,4690214,1999
The Big Sick,421577,84315
Ingrid Goes West,135301,45100
Chocolat,157624,19703
Headshot,456,456
Dog,12431,4144
For Love or Money,4016220,2470
Beauty and the Beast,162146,81073
Twist of Faith,2085,1042
In Between,5888,2944
Thank You for Your Service,344,344
Machines,2838,2838
Call Me by Your Name,412932,103233
A Ghost Story,104030,26008
Ghost in the Shell,2736,2736
Private Property,15086,7543
Nocturama,5402,1801
Kills on Wheels,380,380
Ok Jaanu,225968,1868
Open Road,13323,952
Fifty Shades Darker,46607250,12563
The Departure,4850,4850
Tikkun,3595,1798
Detour,145,29
My Father Die,3229,323
The Other Side of Hope,15495,5165
Berlin Syndrome,22916,917
Peter and the Farm,3844,3844
Trudell,1592,1592
Flex Is Kings,3152,3152
Monster,86831,21707
Song to Song,50559,12640
Have a Nice Day,10463,10463
A Fantastic Woman,70978,14196
Lovesong,1718,1718
As I Open My Eyes,4189,4189
Everybody Loves Somebody,924201,2775
Max Rose,4000,4000
Missing,2300000,3137
Journey,3900,3900
Dynamite Warrior,1082,360
Lunch Box,44542,14847
Priceless,116308,4846
Invasion,5951409,2143
Happy End,23091,7697
Sing,1315872,1523
Timecode,93148,13306
The Glass Castle,4678548,3202
The Void,50026,1614
Tom of Finland,13524,13524
Magnus,1204,1204
Donald Cried,7977,3989
Sand Storm,3779,3779
Their Finest,76197,19049
Lady Macbeth,64537,12907
The Sense of an Ending,39692,9923
Personal Shopper,79175,19794
Wedding Doll,2771,924
River,30027,10009
Carrie Pilby,13944,2324
Prey,5889,1178
Fallen,10401586,4249
The Shack,16172119,5600
Life,20414775,7869
The Lost City of Z,110175,27544
Power Rangers,13104788,5439
Jail Bait,1890,945
Free Fire,994431,929
The Man in 3B,109043,3029
The Dinner,805,805
Rad,408980,1430
Haven,38356,1598
Born in China,4790367,3177
Junior,9803145,5605
Thirst,55889,13972
Lost in Paris,4510,4510
Missing,2300000,3137
The Last Word,31630,7908
CHiPS,7722802,3134
Table 19,1597928,1841
All Nighter,1419581,1453
Hercules,249567,249567
10 Days in a Madhouse,4773,4773
Bitter Harvest,219357,1727
Eating Out,17510,17510
Awakening,2728520,3001
Tell No One,169707,21213
Miles,2147,1074
The Devotion of Suspect X,323207,7516
Gifted,446380,7971
Going Under,2311,2311
Sideways,207042,51760
The Case for Christ,3967885,3380
Baywatch,18503871,5074
Unforgettable,1442215,916
Still Life,12744,12744
I Am Not Madame Bovary,181552,4778
3 Idiotas,609249,1746
Band Aid,29013,9671
It Comes at Night,5988370,2364
Megan Leavey,3810867,1948
My Cousin Rachel,969941,1855
I Love You Both,3236,462
Cars 3,53688680,12615
Maudie,45920,11480
False Confessions,7361,3681
The Book of Henry,1424540,2460
In This Corner of the World,24205,4034
The Hero,45317,11329
True Identity,1541581,1870
Skins,23439,2604
Boiling Point,4006019,2811
Frankenweenie,11412213,3798
How to Be a Latin Lover,12252439,10959
The Trip to Spain,40875,13625
Brigsby Bear,39652,13217
Spin,9858,1095
Sultan,2371100,8408
Fabricated City,24808,3544
The Age of Shadows,165685,5021
Cosmos,3807,3807
Command and Control,5385,5385
Superbad,33052411,11211
The Ornithologist,6132,3066
The Lovers,66286,16572
Sacco and Vanzetti,2778,2778
Mother,137701,22950
Kabhi Alvida Naa Kehna,1351786,21121
The Reagan Show,5500,2750
Baby Driver,20553320,6371
Range 15,1044,1044
Oasis,6485,3242
Phoenix,31579,10526
Much Ado About Nothing,108617,36205
Dark Streets,10958,609
For a Few Bullets,17138,1143
23 Blast,337091,546
Ramona,7810481,2873
Conversations with God,150355,2349
Another Year,111869,18645
Blackout,1749,175
Nightshift,2539633,3718
Touch and Go,126939,2489
Weekend Pass,1451676,3638
Waltzing Anna,5866,1955
Plain Clothes,222681,1153
Popcorn,2563365,2429
Perfect Opposites,11329,1258
Looking for Kitty,3210,3210
Heavy Petting,69007,6900
General Education,282,282
Hector,40847,10212
A la mala,1402118,3651
Backwards,23190,4638
Ghost,12191540,11073
The One,19112404,6604
Little Man,21613176,8532
Revenge,6086672,4413
Beatriz at Dinner,141959,28392
Red Hollywood,4760,4760
Mia and the Migoo,16975,16975
Stone,75766,12628
Despicable Me 3,72434025,15993
We Are X,7526,7526
Rock Dog,3704749,1784
The Levelling,160,160
Tickling Giants,8159,8159
Polar Opposites,1628,1628
Genius,98274,6142
Drive,4715,4715
The Midwife,21341,7114
Paris Can Wait,98850,24713
Caravaggio,532,532
The Other Side,1246,1246
Strayed,19531,9765
Program,6821931,4127
Hair High,983,983
The Bad Batch,89111,2970
This Is Not What I Expected,135252,3757
Wakefield,11299,11299
The Wedding Plan,31658,3957
Hammer,97137,4856
Requiem,3309,1654
Chaos,20570,6857
Home of the Brave,3185,3185
Among the Believers,1900,1900
Vamps,548,548
Nemesis,197231,2293
Indigo,1190000,1973
After Love,810,810
Anna Karenina,75268,15053
Sweet Virginia,5183,5183
The Farthest,6900,3450
Macbeth,644,644
The Journey,32895,16448
30 Years to Life,3376,3376
Little Vera,23950,23950
We Are Family,296907,3807
WiNWiN,150362,30072
Fanaa,753067,10459
Growing Up Smith,14867,2973
Angel,2214824,6711
Extraordinary Mission,28649,1432
Malcolm X,9871125,8782
God of War,23912,886
Labyrinth,3549243,3110
Saving Banksy,1317,1317
The Exception,21351,10676
Out of Time,16185316,5261
After the Ball,31718,774
Gymkata,1261845,1929
Bluebeard,8370,8370
The Void,50026,1614
Confidential Assignment,21228,10614
The Dark Below,1526,1526
Chasing Trane,16626,16626
Disturbing the Peace,10907,5454
Shwaas,1042,1042
Churchill,408891,1902
Cave,6147294,2800
Dina,6015,6015
Tubelight,930058,2752
Moka,10094,10094
Good Time,125101,31275
Duckweed,160739,5953
The Letters,700683,791
The House,8724795,2784
Jane Eyre,269929,7712
Chuck,34565,8641
Sweet Dreams,2161284,2778
Loverboy,1653102,1518
Marathon,1703,1703
Act of God,522,522
City of Ghosts,30547,5091
Come What May,9738,4869
Annie,510632,36473
Overdrive,4797,240
Junction 48,5516,2758
Dirty Dancing,3900000,4000
Bird on a Wire,15338160,7890
Elegy,104168,17361
Abduction,5034,5034
Mirage,1511,1511
The Emoji Movie,24531923,6020
Wolfman,31479235,9770
Eating,12764,6382
Hit Me,3348,3348
Wind River,161558,40390
The Nile Hilton Incident,8183,4092
Almost Holy,4195,839
American Teacher,6036,3018
Wish Upon,5467084,2430
Landline,52555,13139
Detroit,350190,17510
Columbus,26820,13410
Feed,11448,11448
Sahara,18068372,5728
Pippi Longstocking,62196,852
Burden,3231,1616
Force Majeure,23309,11655
Lou,88,88
Take Me,2583,1292
